=== PCAP CHECK ===
PCAP: lateral_movement.pcap
Packets: 864
Baseline PCAP: normal_baseline_clinical.pcap

=== CROSS-SUBNET TRAFFIC ===

--- 10.10.2.x -> 10.10.1.x ---
# Filter: ip.src == 10.10.2.0/24 && ip.dst == 10.10.1.0/24
# tshark -r lateral_movement.pcap -Y ip.src == 10.10.2.0/24 && ip.dst == 10.10.1.0/24 -T fields -e frame.time -e ip.src -e ip.dst -e ip.proto -e tcp.srcport -e tcp.dstport -e udp.srcport -e udp.dstport
2026-04-15T10:30:12.445000000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:12.622000000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:12.624000000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:12.646000000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:13.188945000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:13.613322000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:14.123331000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:14.660482000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:14.853178000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:15.444183000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:16.414474000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:16.943852000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:17.426413000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:18.002634000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:18.603662000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:19.107587000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:19.640846000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:20.210395000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:20.410921000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:21.181838000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:21.790126000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:22.756885000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:23.264026000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:24.032676000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:24.492255000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:24.655665000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:25.196603000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:25.708660000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:26.685002000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:27.273864000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:27.663357000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:28.399722000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:29.221850000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:29.750954000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:30.119275000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:30.373157000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:31.233460000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:31.774211000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:32.239907000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:32.511132000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:32.985441000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:33.478956000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:34.117193000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:34.991904000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:35.144804000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:35.617296000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:36.441523000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:36.833077000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:37.472868000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:38.151980000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:38.980264000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:39.579102000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:39.750915000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:40.306488000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:41.243613000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:41.756398000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:42.251605000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:43.002781000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:43.907705000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:44.478764000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:45.458249000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:45.831308000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:46.504180000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:47.141593000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:47.701273000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:47.953307000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:48.451986000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:48.722966000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:49.321528000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:49.873861000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:50.315617000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:50.943326000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:51.284734000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:51.649985000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:52.682883000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:53.532721000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:53.822713000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:54.605835000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:55.466406000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:55.770023000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:56.488623000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:57.024048000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:57.954260000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:58.727672000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:59.552025000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:30:59.802622000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:00.510711000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:01.140599000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:02.100151000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:02.716591000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:03.062339000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:03.705580000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:04.175006000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:04.992744000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:05.591501000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:06.433738000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:07.392994000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:07.928299000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:08.314774000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:09.025450000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:09.793180000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:10.444703000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:10.848500000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:11.384880000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:11.905234000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:12.921291000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:13.491307000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:14.154845000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:15.009500000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:15.945276000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:16.606288000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:17.066161000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:17.427404000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:18.244753000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:18.866629000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:19.639213000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:20.496522000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:21.393619000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
2026-04-15T10:31:21.774564000-0400	10.10.2.15	10.10.1.10	6	50000	3389		
